公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,薪资,职位福利,经营范围,职位类型,公司福利,第二职位类型,城市
成都蜗牛创想科技有限公司,信息技术、软件开发、测试及应用,50-150人,不需要融资,高新区,python高级讲师,3-5年,本科,10k-18k,五险一金，年底双薪，员工旅游，员工体检,"移动互联网,教育",开发|测试|运维类,"['年底双薪', '带薪年假', '定期体检', '绩效奖金']",后端开发,成都
励德爱思唯尔信息技术（北京）有限公司,LexisNexis,500-2000人,上市公司,长宁区,Sr Python Engineer,5-10年,本科,20k-40k,15-20天年假，生日，圣诞假，节日福利,不限,开发|测试|运维类,"['年底双薪', '带薪年假', '定期体检', '扁平管理']",后端开发,上海
浪潮通用软件有限公司,浪潮通软,500-2000人,上市公司,历城区,Python开发工程师,3-5年,本科,10k-17k,七险一金、出国旅游、股票期权、每年调薪,企业服务,开发|测试|运维类,"['技能培训', '节日礼物', '年底双薪', '带薪年假']",后端开发,济南
上海思贤信息技术股份有限公司,思贤股份,50-150人,未融资,徐汇区,python高级开发,3-5年,本科,15k-30k,健康体检、休闲零食、员工旅游、大牛带队,"移动互联网,数据服务",开发|测试|运维类,"['技能培训', '绩效奖金', '岗位晋升', '管理规范']",后端开发,上海
浪潮通用软件有限公司,浪潮通软,500-2000人,上市公司,南山区,python开发工程师,3-5年,本科,12k-20k,薪资优厚,企业服务,开发|测试|运维类,"['技能培训', '节日礼物', '年底双薪', '带薪年假']",后端开发,深圳
上海路诚数据服务有限公司,路诚数据,15-50人,不需要融资,静安区,python开发工程师,3-5年,本科,15k-20k,五险一金、定期体检、年度旅游、绩效奖金,金融,开发|测试|运维类,"['技能培训', '绩效奖金', '年度旅游', '岗位晋升']",后端开发,上海
励德爱思唯尔信息技术（北京）有限公司,LexisNexis,500-2000人,上市公司,长宁区,Senior Python,5-10年,本科,20k-30k,福利待遇,不限,开发|测试|运维类,"['年底双薪', '带薪年假', '定期体检', '扁平管理']",后端开发,上海
深圳市有鱼智能科技有限公司,有鱼智能科技,150-500人,上市公司,朝阳区,Python实习,应届毕业生,硕士,4k-7k,"上市集团,香港券商,环境好，牛人多","移动互联网,金融",开发|测试|运维类,"['节日礼物', '股票期权', '带薪年假', '绩效奖金']",后端开发,北京
行吟信息科技（上海）有限公司,小红书,500-2000人,D轮及以上,黄浦区,后端开发工程师,3-5年,本科,25k-50k,年底双薪、绩效奖金、租房补贴、带薪年假,消费生活,开发|测试|运维类,"['年度旅游', '节日礼物', '专项奖金', '带薪年假']",后端开发,上海
成都数字探索科技有限公司,数字探索,少于15人,不需要融资,高新区,Python开发工程师,1-3年,本科,8k-12k,行业互联网,企业服务,开发|测试|运维类,[],后端开发,成都
武汉极意网络科技有限公司,极验,50-150人,B轮,东湖新技术开发区,Python（极验验证）,3-5年,不限,9k-18k,双休+弹性工作制+五险一金+餐补,"信息安全,数据服务",开发|测试|运维类,"['股票期权', '绩效奖金', '交通补助', '带薪年假']",后端开发,武汉
深圳云天励飞技术有限公司,云天励飞,500-2000人,B轮,南山区,Python后台开发,3-5年,本科,12k-24k,14薪,人工智能,开发|测试|运维类,"['节日礼物', '带薪年假', '年度旅游', '开放务实']",后端开发,深圳
深圳晶泰科技有限公司,晶泰科技,150-500人,B轮,海淀区,Python后台开发,3-5年,本科,12k-20k,"五险一金,带薪年假,MIT大牛",企业服务,开发|测试|运维类,"['节日礼物', '股票期权', '岗位晋升', '扁平管理']",后端开发,北京
北京奥鹏远程教育中心有限公司,慕课网,50-150人,不需要融资,海淀区,Python讲师,1-3年,大专,10k-20k,"六险一金,薪资丰厚,员工旅游,行业翘楚","移动互联网,教育",产品|需求|项目类,"['节日礼物', '技能培训', '节日礼品卡', '月度团建']",项目管理,北京
北京宝兰德软件股份有限公司,宝兰德软件,150-500人,上市公司,高新技术产业开发区,python后端,3-5年,本科,15k-25k,发展空间大 上市公司 六险一金 带薪年假,企业服务,开发|测试|运维类,"['技能培训', '领导好', '五险一金', '绩效奖金']",后端开发,西安
北京云杉智达科技有限公司,云杉智达科技,15-50人,不需要融资,朝阳区,Python后端,1-3年,本科,10k-15k,五险一金、晋升空间、绩效奖金,"移动互联网,企业服务",开发|测试|运维类,"['绩效奖金', '扁平管理', '岗位晋升', '五险一金']",后端开发,北京
达而观信息科技（上海）有限公司,达观数据,150-500人,B轮,浦东新区,高级python,3-5年,本科,16k-25k,技术强 发展空间大 人工智能 薪资福利优,人工智能,开发|测试|运维类,"['AI人工智能', 'NLP', '技术领先', '市场口碑佳']",后端开发,上海
慧博云通（江苏）软件技术有限公司,慧博云通,2000人以上,不需要融资,杨浦区,python测试,5-10年,本科,17k-22k,外企，英文环境，领导nice,企业服务,开发|测试|运维类,"['绩效奖金', '带薪年假', '专项奖金', '节日礼物']",测试,上海
顺丰科技有限公司,顺丰科技有限公司,2000人以上,不需要融资,海淀区,后端开发工程师,3-5年,本科,25k-40k,福利待遇好,"软件开发,数据服务",开发|测试|运维类,"['技能培训', '节日礼物', '带薪年假', '岗位晋升']",后端开发,北京
达内时代科技集团有限公司,达内集团,2000人以上,上市公司,海淀区,python讲师,5-10年,本科,20k-35k,"五险一金,上市平台，双休","移动互联网,教育",教育|培训,"['技能培训', '股票期权', '专项奖金', '带薪年假']",教师,北京
武汉小果科技有限公司,森果,50-150人,天使轮,江夏区,python后端,1-3年,本科,9k-15k,技术大牛，项目奖金，自主研发，提供mac,"移动互联网,企业服务",开发|测试|运维类,"['股票期权', '弹性工作', '节日礼物', '领导好']",后端开发,武汉
深圳市财盈通科技有限公司,财盈通,150-500人,不需要融资,龙岗区,Python爬虫工程师,1-3年,本科,8k-15k,六险一金，项目提成,"移动互联网,电商",开发|测试|运维类,"['专项奖金', '绩效奖金', '年终分红', '定期体检']",数据开发,深圳
嘉兴构美信息技术有限公司,构美信息,150-500人,天使轮,江干区,python web开发主管,5-10年,本科,20k-35k,"单双休,五险一金,下午茶,年轻团队",电商,开发|测试|运维类,"['年底双薪', '带薪年假', '交通补助', '午餐补助']",后端开发,杭州
易宝软件科技（南京）有限公司,易宝软件科技（南京）有限公司,150-500人,上市公司,雨花台区,python,1-3年,本科,10k-20k,五险一金，绩效奖金，周末双休，节日福利,移动互联网,开发|测试|运维类,[],后端开发,南京
达内时代科技集团有限公司,达内集团,2000人以上,上市公司,海淀区,python讲师,5-10年,本科,20k-35k,"五险一金,上市平台，双休","移动互联网,教育",教育|培训,"['技能培训', '股票期权', '专项奖金', '带薪年假']",教师,北京
智线云科技（北京）有限公司,ZingFront智线,50-150人,A轮,洪山区,python爬虫工程师,1-3年,本科,8k-15k,六险一金 超长年假 绩效奖金 福利多多,"移动互联网,数据服务",开发|测试|运维类,"['绩效奖金', '股票期权', '领导好', '扁平管理']",后端开发,武汉
武汉小果科技有限公司,森果,50-150人,天使轮,江夏区,python后端,1-3年,本科,9k-15k,技术大牛，项目奖金，自主研发，提供mac,"移动互联网,企业服务",开发|测试|运维类,"['股票期权', '弹性工作', '节日礼物', '领导好']",后端开发,武汉
九章算法（杭州）科技有限公司,九章算法,15-50人,A轮,西湖区,python后端,1-3年,本科,10k-15k,五险一金，双休，节假日福利,"移动互联网,教育",开发|测试|运维类,[],后端开发,杭州
北京深睿博联科技有限责任公司,深睿医疗,150-500人,C轮,海淀区,算法工程师（Python）,3-5年,本科,15k-30k,"大牛带,技术氛围好,靠谱团队,行业前景好","移动互联网,医疗丨健康",开发|测试|运维类,"['股票期权', '年底双薪', '定期体检', '弹性工作']",人工智能,北京
中科天玑数据科技股份有限公司,中科天玑,150-500人,B轮,海淀区,python工程师,1-3年,本科,15k-22k,科学院孵化 五险一金 福利待遇好,"移动互联网,数据服务",开发|测试|运维类,"['全额五险一金', '年终奖', '项目奖金', '优秀员工激励']",后端开发,北京
云势天下（北京）软件有限公司,云势软件,150-500人,B轮,朝阳区,Python后端工程师,3-5年,本科,18k-25k,"六险一金,团队优秀,带薪年假,扁平管理",企业服务,开发|测试|运维类,"['年底双薪', '专项奖金', '绩效奖金', '带薪年假']",后端开发,北京
四川无声信息技术有限公司,无声,150-500人,不需要融资,高新区,高级python爬虫工程师,3-5年,本科,10k-12k,五险一金，双休，年终奖金,信息安全,开发|测试|运维类,"['带薪年假', '绩效奖金', '岗位晋升', '年度旅游']",数据开发,成都
深圳市一面网络技术有限公司,一面数据,50-150人,A轮,南山区,Python爬虫工程师,不限,本科,10k-18k,大数据人工智能；名校系大牛；技术氛围浓,"移动互联网,数据服务",开发|测试|运维类,"['技能培训', '海归精英团队', 'Geek分享', '绩效奖金']",后端开发,深圳
嘉兴构美信息技术有限公司,构美信息,150-500人,天使轮,江干区,python web开发主管,5-10年,本科,20k-35k,"单双休,五险一金,下午茶,年轻团队",电商,开发|测试|运维类,"['年底双薪', '带薪年假', '交通补助', '午餐补助']",后端开发,杭州
杭州绿湾网络科技有限公司,绿湾科技,150-500人,B轮,鄞州区,Python运维工程师,3-5年,本科,10k-20k,"高挑战,高待遇,高福利,高成长","企业服务,数据服务",开发|测试|运维类,"['期权激励', '住房补贴', '全额公积金', '弹性工作']",运维,宁波
深圳市财盈通科技有限公司,财盈通,150-500人,不需要融资,龙岗区,Python爬虫工程师,1-3年,本科,8k-15k,六险一金，项目提成,"移动互联网,电商",开发|测试|运维类,"['专项奖金', '绩效奖金', '年终分红', '定期体检']",数据开发,深圳
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,杨浦区,Python开发工程师,3-5年,本科,25k-40k,六险一金，弹性工作，免费三餐，餐补,文娱丨内容,开发|测试|运维类,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",后端开发,上海
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,闵行区,Python开发工程师（研发效率方向）,3-5年,本科,25k-50k,六险一金，弹性工作，免费三餐，租房补贴,文娱丨内容,开发|测试|运维类,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",后端开发,上海
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,Python开发工程师-变现业务,1-3年,本科,25k-40k,六险一金，弹性工作，免费三餐，租房补贴，带薪休假，休闲下午茶，扁平管理，健身瑜伽，过亿用户，职业大牛，晋升空间，团队氛围好，优厚薪资,文娱丨内容,开发|测试|运维类,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",后端开发,北京
北京奥鹏远程教育中心有限公司,慕课网,50-150人,不需要融资,海淀区,Python助教,1-3年,本科,6k-12k,"空间无限大,领导好,团队优秀,团队氛围好","移动互联网,教育",教育|培训,"['节日礼物', '技能培训', '节日礼品卡', '月度团建']",教师,北京
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,后端开发工程师,应届毕业生,本科,15k-30k,六险一金，弹性工作，免费三餐，租房补贴,文娱丨内容,开发|测试|运维类,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",后端开发,北京
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,后端开发工程师,3-5年,本科,20k-40k,六险一金，弹性工作，免费三餐，租房补贴,文娱丨内容,开发|测试|运维类,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",后端开发,北京
深圳市乐瀛科技有限公司,乐瀛科技,15-50人,未融资,南山区,python后端,1-3年,大专,10k-14k,一年一次国外旅游,"移动互联网,电商",开发|测试|运维类,"['绩效奖金', '年底双薪', '年度旅游', '领导好']",后端开发,深圳
杭州览众数据科技有限公司,览众数据,150-500人,B轮,滨江区,后端工程师（Python方向）,3-5年,本科,14k-25k,"风口行业、快速学习,快速成长,节日福利","人工智能,数据服务",开发|测试|运维类,"['技能培训', '股票期权', '带薪年假', '绩效奖金']",后端开发,杭州
上海纳纳科技有限公司,纳纳科技,50-150人,不需要融资,虹口区,python爬虫,1-3年,本科,10k-20k,平台好 业务稳 氛围好 福利多,"企业服务,数据服务",开发|测试|运维类,"['年底双薪', '专项奖金', '交通补助', '定期体检']",后端开发,上海
上海思贤信息技术股份有限公司,思贤股份,50-150人,未融资,徐汇区,python高级开发,3-5年,本科,15k-30k,健康体检、休闲零食、员工旅游、大牛带队,"移动互联网,数据服务",开发|测试|运维类,"['技能培训', '绩效奖金', '岗位晋升', '管理规范']",后端开发,上海
互道信息技术（上海）有限公司,NextTao 互道信息,50-150人,B轮,浦东新区,Python工程师,3-5年,本科,13k-20k,"技术前沿,大数据平台","移动互联网,电商",开发|测试|运维类,"['节日礼物', '技能培训', '年底双薪', '年度旅游']",后端开发,上海
上海亦存网络科技有限公司,坚果云,50-150人,不需要融资,浦东新区,高级Python开发,3-5年,本科,20k-40k,"技术大牛,团队氛围好,扁平管理","企业服务,数据服务",开发|测试|运维类,"['技能培训', '绩效奖金', '带薪年假', '五险一金']",后端开发,上海
上海云轴信息科技有限公司,ZStack,150-500人,B轮,闵行区,python后端,1-3年,本科,15k-25k,阿里云投资、对标欧美企业福利、扁平化管理,"数据服务,信息安全",开发|测试|运维类,"['弹性工作', '领导好', '扁平管理', '技能培训']",后端开发,上海
上海茗日智能科技有限公司,MRS,15-50人,A轮,黄浦区,PYTHON开发工程师 SH,1-3年,本科,15k-30k,人工智能、前沿科技、技术大牛、交通便利,企业服务,开发|测试|运维类,"['人工智能', '影响行业', '技能培训', '岗位晋升']",后端开发,上海
六度云计算有限公司北京分公司,六度云计算,50-150人,未融资,海淀区,python软件工程师,3-5年,本科,13k-25k,发展前景好,"移动互联网,社交",开发|测试|运维类,[],后端开发,北京
江西点内人工智能科技有限公司,点内科技,15-50人,A轮,长宁区,Python后端开发工程师,3-5年,本科,15k-30k,氛围融洽，行业前景好,其他,开发|测试|运维类,[],后端开发,上海
北京宝兰德软件股份有限公司,宝兰德软件,150-500人,上市公司,岳麓区,Python高级开发,5-10年,大专,15k-30k,发展空间大 上市公司 五险一金 带薪年假,企业服务,开发|测试|运维类,"['技能培训', '领导好', '五险一金', '绩效奖金']",后端开发,长沙
北京云杉智达科技有限公司,云杉智达科技,15-50人,不需要融资,朝阳区,Python后端开发,1-3年,本科,10k-15k,带薪休假、午餐等福利、五险一金、晋升空间,"移动互联网,企业服务",开发|测试|运维类,"['绩效奖金', '扁平管理', '岗位晋升', '五险一金']",后端开发,北京
南京贝湾信息科技有限公司,扇贝,150-500人,B轮,玄武区,Python答疑老师,不限,不限,5k-9k,"福利好,团队棒,个人成长快","移动互联网,教育",开发|测试|运维类,"['节日礼物', '带薪年假', '扁平管理', '定期体检']",后端开发,南京
南京贝湾信息科技有限公司,扇贝,150-500人,B轮,玄武区,Python答疑老师,应届毕业生,不限,4k-6k,"个人成长快,团队棒","移动互联网,教育",开发|测试|运维类,"['节日礼物', '带薪年假', '扁平管理', '定期体检']",后端开发,南京
上海西井信息科技有限公司,westwell西井科技,150-500人,B轮,长宁区,python后端(中级）,3-5年,本科,9k-14k,团队有爱 工作环境好 福利好,"数据服务,硬件",开发|测试|运维类,"['技能培训', '股票期权', '带薪年假', '绩效奖金']",后端开发,上海
北京优思安科技有限公司,积云教育,150-500人,A轮,昌平区,Python高级讲师,3-5年,本科,20k-40k,"五险一金,餐补,周末双休,班车接送",教育,开发|测试|运维类,"['午餐补助', '带薪年假', '五险一金', '学校环境好']",后端开发,北京
上海茗日智能科技有限公司,MRS,15-50人,A轮,朝阳区,PYTHON开发工程师BJ,1-3年,本科,12k-23k,人工智能、前沿科技、技术大牛、待遇优厚,企业服务,开发|测试|运维类,"['人工智能', '影响行业', '技能培训', '岗位晋升']",后端开发,北京
上海茗日智能科技有限公司,MRS,15-50人,A轮,黄浦区,PYTHON开发工程师 SH,1-3年,本科,15k-30k,人工智能、前沿科技、技术大牛、交通便利,企业服务,开发|测试|运维类,"['人工智能', '影响行业', '技能培训', '岗位晋升']",后端开发,上海
北京首都在线科技股份有限公司,CDS,150-500人,上市公司,海淀区,python后端开发工程师,3-5年,本科,15k-25k,"工作氛围好,技术大牛",移动互联网,开发|测试|运维类,"['绩效奖金', '通讯津贴', '定期体检', '带薪年假']",后端开发,北京
北京微光果壳科技有限公司,微壳,150-500人,不需要融资,朝阳区,Python/Golang开发工程师,3-5年,本科,25k-40k,核心高管、六险一金、16薪、弹性工作,"移动互联网,企业服务",开发|测试|运维类,"['六险一金', '年底双薪', '绩效奖金', '带薪年假']",后端开发,北京
北京思图场景数据科技服务有限公司,思图场景,50-150人,A轮,海淀区,Python研发工程师,3-5年,本科,18k-25k,金融领域人工智能公司，行业技术领先,"人工智能,企业服务",开发|测试|运维类,"['年底双薪', '专项奖金', '带薪年假', '午餐补助']",后端开发,北京
北京无极慧通科技有限公司,无极慧通,50-150人,A轮,海淀区,高级python开发工程师,1-3年,本科,10k-15k,"广阔的发展,创业公司,融洽的办公","医疗丨健康,数据服务",开发|测试|运维类,"['技能培训', '年底双薪', '岗位晋升', '领导好']",数据开发,北京
达内时代科技集团有限公司,达内集团,2000人以上,上市公司,大兴区,python助理讲师,不限,本科,8k-12k,"上市公司,股权激励,良好的成长,发展空间","移动互联网,教育",教育|培训,"['技能培训', '股票期权', '专项奖金', '带薪年假']",教师,北京
圆通速递有限公司,圆通,2000人以上,上市公司,青浦区,资深python开发工程师,5-10年,本科,15k-25k,上市公司，前景好，晋升空间广阔，待遇好,物流丨运输,开发|测试|运维类,"['技能培训', '免费班车', '专项奖金', '岗位晋升']",后端开发,上海
深圳开思时代科技有限公司,开思时代,500-2000人,C轮,龙岗区,python后端开发工程师,5-10年,本科,20k-30k,"团队氛围好,激励期权,法定假期,节日福利","移动互联网,电商",开发|测试|运维类,"['节日礼物', '年底双薪', '股票期权', '扁平管理']",后端开发,深圳
上海别样秀数据科技有限公司,别样app,150-500人,B轮,浦东新区,Python爬虫工程师(Selenium方向),不限,本科,10k-20k,"高速增长,精英团队,工程师文化","移动互联网,电商",开发|测试|运维类,"['美女多', '弹性工作', '五险一金', '做五休二']",后端开发,上海
北京首都在线科技股份有限公司,CDS,150-500人,上市公司,海淀区,python后端开发工程师,3-5年,本科,15k-25k,"工作氛围好,技术大牛",移动互联网,开发|测试|运维类,"['绩效奖金', '通讯津贴', '定期体检', '带薪年假']",后端开发,北京
北京快快网络技术有限公司,真融宝,500-2000人,B轮,海淀区,Python中级开发工程师,不限,本科,20k-25k,"六险一金,有餐补,团队氛围好，成长空间大",金融,开发|测试|运维类,"['员工福利丰富', '高薪期权', '热门行业', '免费工作餐']",后端开发,北京
北京无极慧通科技有限公司,无极慧通,50-150人,A轮,海淀区,高级python开发工程师,1-3年,本科,10k-15k,"广阔的发展,创业公司,融洽的办公","医疗丨健康,数据服务",开发|测试|运维类,"['技能培训', '年底双薪', '岗位晋升', '领导好']",数据开发,北京
上海答派体育文化发展有限公司,Runx跑先体育传媒,50-150人,不需要融资,青浦区,Python高级开发工程师,3-5年,大专,15k-25k,晋升空间大、优秀团队、节日福利、做五休二,"移动互联网,游戏",开发|测试|运维类,[],后端开发,上海
深圳市圆代码互联网有限公司,圆代码,少于15人,天使轮,南山区,python开发工程师,1-3年,硕士,10k-20k,"五险一金,弹性工作,节日礼品,带薪年假",移动互联网,开发|测试|运维类,[],后端开发,深圳
杭州览众数据科技有限公司,览众数据,150-500人,B轮,滨江区,后端工程师（Python方向）,3-5年,本科,14k-25k,"风口行业、快速学习,快速成长,节日福利","人工智能,数据服务",开发|测试|运维类,"['技能培训', '股票期权', '带薪年假', '绩效奖金']",后端开发,杭州
深圳点猫科技有限公司,编程猫,2000人以上,C轮,东城区,Python培训讲师,3-5年,本科,8k-15k,"弹性,提成多多,五险一金,饭补","移动互联网,教育",教育|培训,"['专项奖金', '股票期权', '岗位晋升', '年度旅游']",培训,北京
深圳小步网络科技有限公司,小步网络,150-500人,B轮,宝安区,Python后台开发工程师,3-5年,本科,15k-30k,"待遇优厚,成长空间大,弹性上班,下午茶",移动互联网,开发|测试|运维类,"['股票期权', '定期体检', '下午茶', '年度旅游']",后端开发,深圳
北京数美时代科技有限公司,数美,150-500人,C轮,朝阳区,python爬虫,应届毕业生,本科,10k-20k,"快速发展,人工智能,大数据,待遇好","企业服务,数据服务",开发|测试|运维类,"['年底双薪', '大数据', '带薪年假', '通讯津贴']",后端开发,北京
北京数美时代科技有限公司,数美,150-500人,C轮,朝阳区,python爬虫,应届毕业生,本科,10k-20k,"快速发展,人工智能,大数据,待遇好","企业服务,数据服务",开发|测试|运维类,"['年底双薪', '大数据', '带薪年假', '通讯津贴']",后端开发,北京
达内时代科技集团有限公司,达内集团,2000人以上,上市公司,海淀区,Python金牌讲师,3-5年,本科,15k-25k,上市公司,"移动互联网,教育",教育|培训,"['技能培训', '股票期权', '专项奖金', '带薪年假']",教师,北京
爱客科技（深圳）有限公司,AfterShip,50-150人,不需要融资,南山区,高级 Python 工程师,3-5年,本科,25k-35k,全球项目、高薪资、高福利、国际团队,电商,开发|测试|运维类,"['持续盈利', '国际龙头企业', 'SaaS平台', '极客氛围']",后端开发,深圳
江曲投资咨询（上海）有限公司,Student.com,150-500人,C轮,静安区,Python高级开发工程师,5-10年,本科,15k-30k,活力团队，技术牛人,电商,开发|测试|运维类,"['技能培训', '带薪年假', '岗位晋升', '五险一金']",后端开发,上海
上海茗日智能科技有限公司,MRS,15-50人,A轮,朝阳区,PYTHON开发工程师BJ,1-3年,本科,12k-23k,人工智能、前沿科技、技术大牛、待遇优厚,企业服务,开发|测试|运维类,"['人工智能', '影响行业', '技能培训', '岗位晋升']",后端开发,北京
上海大岂网络科技有限公司,MoSeeker仟寻,150-500人,B轮,,高级Python工程师,5-10年,本科,22k-30k,"B轮,互联网,超长年假,技术氛围好",移动互联网,开发|测试|运维类,"['带薪年假', '年终分红', '节日礼物', '技能培训']",后端开发,北京
爱客科技（深圳）有限公司,AfterShip,50-150人,不需要融资,南山区,高级 Python 工程师,3-5年,本科,25k-35k,全球项目、高薪资、高福利、国际团队,电商,开发|测试|运维类,"['持续盈利', '国际龙头企业', 'SaaS平台', '极客氛围']",后端开发,深圳
达而观信息科技（上海）有限公司,达观数据,150-500人,B轮,浦东新区,高级python开发工程师,3-5年,本科,18k-25k,团队氛围好、公司发展稳定、福利待遇好,人工智能,开发|测试|运维类,"['AI人工智能', 'NLP', '技术领先', '市场口碑佳']",后端开发,上海
上海大岂网络科技有限公司,MoSeeker仟寻,150-500人,B轮,,高级Python工程师,5-10年,本科,22k-30k,"B轮,互联网,超长年假,技术氛围好",移动互联网,开发|测试|运维类,"['带薪年假', '年终分红', '节日礼物', '技能培训']",后端开发,北京
上海大岂网络科技有限公司,MoSeeker仟寻,150-500人,B轮,,高级Python工程师,5-10年,本科,22k-30k,"超长年假,培训多,发展空间大",移动互联网,开发|测试|运维类,"['带薪年假', '年终分红', '节日礼物', '技能培训']",后端开发,上海
力扣信息科技（上海）有限公司,LeetCode 领扣网络,15-50人,未融资,普陀区,资深 Python 后端开发工程师,5-10年,本科,20k-40k,"绩效奖励,工作环境优,扁平式管理",移动互联网,开发|测试|运维类,"['年底双薪', '绩效奖金', '午餐补助', '扁平管理']",后端开发,上海
上海微创软件股份有限公司,微创软件,2000人以上,不需要融资,浦东新区,python数据分析,3-5年,本科,15k-22k,大牛带队 五险一金 做五休二 班车,"企业服务,移动互联网",开发|测试|运维类,"['绩效奖金', '带薪年假', '定期体检', '弹性工作']",数据开发,上海
上海媒智科技有限公司,媒智科技,15-50人,不需要融资,徐汇区,Python 后台开发工程师,3-5年,本科,15k-25k,年底双薪 股票期权 带薪年假 周末双休,移动互联网,开发|测试|运维类,[],后端开发,上海
博拉网络股份有限公司,博拉网络股份有限公司,150-500人,上市公司,渝北区,python开发,3-5年,本科,9k-17k,五险一金，通勤车，晋升机制，上市企业,移动互联网,开发|测试|运维类,[],后端开发,重庆
上海邻我信息技术有限公司,上海邻我信息技术有限公司,15-50人,天使轮,徐汇区,Python开发,应届毕业生,不限,3k-6k,福利好，不打卡，成长空间大,"移动互联网,社交",开发|测试|运维类,"['股票期权', '弹性工作', '技能培训', '扁平管理']",后端开发,上海
上海众言网络科技有限公司,问卷网@爱调研,150-500人,C轮,徐汇区,高级python后端开发工程师,5-10年,本科,20k-35k,发展空间领导nice 能力提升主人翁角色,移动互联网,开发|测试|运维类,"['技能培训', '节日礼物', '年底双薪', '绩效奖金']",后端开发,上海
成都新希望金融科技有限公司,新希望金科,150-500人,不需要融资,高新区,Python开发工程师,3-5年,本科,15k-30k,六险一金；实力平台；背景雄厚；环境优越,"移动互联网,金融",开发|测试|运维类,"['交通补助', '通讯津贴', '午餐补助', '定期体检']",后端开发,成都
北京倍飞视国际视觉艺术交流有限公司,Base FX,150-500人,不需要融资,朝阳区,Python程序员,不限,本科,15k-25k,"12天年假,12天病假,五险一金",文娱丨内容,开发|测试|运维类,"['带薪年假', '绩效奖金', '定期体检', '晚餐补助']",后端开发,北京
成都知道创宇信息技术有限公司,知道创宇,500-2000人,C轮,高新区,python 开发工程师(J10375),3-5年,不限,12k-20k,弹性工作，领导同事好沟通,信息安全,开发|测试|运维类,"['节日礼物', '岗位晋升', '美女多', '领导好']",后端开发,成都
成都桃李天下科技有限公司,桃李未来学院,15-50人,天使轮,高新区,少儿编程Python实习教师,应届毕业生,大专,4k-8k,发展前景 福利补贴 提供转正,"教育,人工智能",教育|培训,"['年底双薪', '股票期权', '专项奖金', '通讯津贴']",教师,成都
北京快快网络技术有限公司,真融宝,500-2000人,B轮,海淀区,Python中级开发工程师,不限,本科,20k-25k,"六险一金,有餐补,团队氛围好，成长空间大",金融,开发|测试|运维类,"['员工福利丰富', '高薪期权', '热门行业', '免费工作餐']",后端开发,北京
深圳市中联创新自控系统有限公司,中联创新,150-500人,未融资,福田区,高级后端研发工程师(node/python),3-5年,本科,18k-30k,"五险一金,绩效奖金,弹性工作，节日福利",移动互联网,开发|测试|运维类,[],后端开发,深圳
智线云科技（北京）有限公司,ZingFront智线,50-150人,A轮,洪山区,中高级python开发工程师,3-5年,本科,12k-20k,六险一金 超长年假 绩效奖金 福利多多,"移动互联网,数据服务",开发|测试|运维类,"['绩效奖金', '股票期权', '领导好', '扁平管理']",后端开发,武汉
智线云科技（北京）有限公司,ZingFront智线,50-150人,A轮,朝阳区,高级Python开发工程师/爬虫/spider,3-5年,本科,15k-25k,六险一金 团队优秀 超长年假 团建活动,"移动互联网,数据服务",开发|测试|运维类,"['绩效奖金', '股票期权', '领导好', '扁平管理']",后端开发,北京
广州酷狗计算机科技有限公司,酷狗音乐,500-2000人,上市公司,天河区,PTBU-后端开发工程师（python),3-5年,本科,15k-30k,年终奖金、五险一金、三餐补贴、周末双休,文娱丨内容,开发|测试|运维类,"['技能培训', '节日礼物', '年底双薪', '带薪年假']",后端开发,广州
北京宝兰德软件股份有限公司,宝兰德软件,150-500人,上市公司,海淀区,Python架构师,5-10年,大专,20k-40k,发展空间大 上市公司 六险一金 带薪年假,企业服务,开发|测试|运维类,"['技能培训', '领导好', '五险一金', '绩效奖金']",后端开发,北京
华控清交信息科技（北京）有限公司,清交科技,50-150人,A轮,海淀区,Python开发工程师,3-5年,本科,20k-40k,清华控股，融资过亿，带薪年假，免费午餐,数据服务,开发|测试|运维类,[],后端开发,北京
广州太平洋电脑信息咨询有限公司,太平洋网络有限公司,500-2000人,上市公司,天河区,Python开发工程师,3-5年,本科,15k-26k,五险一金 发展空间 大型互联网公司,"电商,消费生活",开发|测试|运维类,"['年底双薪', '绩效奖金', '五险一金', '带薪年假']",后端开发,广州
北京云杉智达科技有限公司,云杉智达科技,15-50人,不需要融资,朝阳区,技术总监（Python）,3-5年,本科,20k-40k,五险一金、午餐等福利、晋升空间、绩效奖金,"移动互联网,企业服务",开发|测试|运维类,"['绩效奖金', '扁平管理', '岗位晋升', '五险一金']",高端技术职位,北京
